code,text,origin,chapter,label
A07,ausência de resposta,gpt-4o-mini,A,6
A07,Coma,icd10_description,A,6
A07,Estupor,icd10_description,A,6
A07,estupor,icpc2_inclusion,A,6
A07,estado de inércia,gpt-4o-mini,A,6
A07,estado de letargia,gpt-4o-mini,A,6
A07,Estado de inconsciência,gpt-4o-mini,A,6
A07,estado de inatividade,gpt-4o-mini,A,6
A07,coma profundo,gpt-4o-mini,A,6
A08,inchaço localizado,gpt-4o-mini,A,7
A08,inchaço por massa,gpt-4o-mini_human-dc,A,7
A08,inchaço dos tecidos,gpt-4o-mini,A,7
A08,inchaço das mãos,gpt-4o-mini,A,7
A08,inchaço dos pés,gpt-4o-mini,A,7
A08,inchaço idiopático,gpt-4o-mini,A,7
A08,inchaço dos tornozelos,gpt-4o-mini,A,7
A08,inchaço facial,gpt-4o-mini,A,7
A08,inchaço por infecção,gpt-4o-mini,A,7
A08,inchaço agudo,gpt-4o-mini,A,7
A08,aumento de massa,gpt-4o-mini,A,7
A08,inchaço periférico,gpt-4o-mini,A,7
A08,alto,icpc2_inclusion,A,7
A08,massa NE,icpc2_inclusion,A,7
A08,edema tecidual,gpt-4o-mini,A,7
A08,inchaço abdominal,gpt-4o-mini,A,7
A08,inchaço dos joelhos,gpt-4o-mini,A,7
A08,inchaço persistente,gpt-4o-mini,A,7
A08,inchaço dos membros,gpt-4o-mini,A,7
A08,inchaço secundário,gpt-4o-mini,A,7
A08,inchaço crónico,gpt-4o-mini,A,7
A08,Inchaço,icpc2_description,A,7
A08,inchaço transitório,gpt-4o-mini,A,7
A08,tumefação,gpt-4o-mini,A,7
A08,inchaço benigno,gpt-4o-mini,A,7
A08,inchaço devido a inflamação,gpt-4o-mini,A,7
A09,sudorese noturna,gpt-4o-mini,A,8
A09,desordem de transpiração,gpt-4o-mini,A,8
A09,sudorese exacerbada,gpt-4o-mini,A,8
A09,hiperatividade das glândulas sudoríparas,gpt-4o-mini,A,8
A09,sudorese descontrolada,gpt-4o-mini,A,8
A09,sudorese em excesso,gpt-4o-mini,A,8
A09,sudorese persistente,gpt-4o-mini,A,8
A09,sudorese em situações de estresse,gpt-4o-mini,A,8
A09,sudorese em excesso durante o exercício,gpt-4o-mini,A,8
A09,sudorese em áreas específicas,gpt-4o-mini,A,8
A09,sudorese generalizada,gpt-4o-mini,A,8
A09,sudorese em condições normais,gpt-4o-mini,A,8
A09,sudorese em excesso sem causa aparente,gpt-4o-mini,A,8
A09,sudorese em resposta a estímulos,gpt-4o-mini,A,8
A09,sudorese crónica,gpt-4o-mini,A,8
A09,sudorese em situações sociais,gpt-4o-mini,A,8
A09,sudorese em ambientes quentes,gpt-4o-mini,A,8
A09,sudorese difusa,gpt-4o-mini,A,8
A09,sudorese em resposta ao calor,gpt-4o-mini,A,8
A09,sudorese localizada,gpt-4o-mini,A,8
A09,distúrbio da sudorese,gpt-4o-mini,A,8
A09,transpiração profusa,gpt-4o-mini,A,8
A09,transpiração excessiva,gpt-4o-mini,A,8
A09,sudorese excessiva,gpt-4o-mini,A,8
A09,sudorese anormal,gpt-4o-mini,A,8
A09,sudorese intensa,gpt-4o-mini,A,8
A09,sudorese patológica,gpt-4o-mini,A,8
A09,Excesso de transpiração,gpt-4o-mini,A,8
A09,hiperhidrose primária,gpt-4o-mini,A,8
A09,hiperhidrose secundária,gpt-4o-mini,A,8
A09,"hiperhidrose, difusa e localizada",icpc2_inclusion,A,8
A09,Problema de sudorese,icpc2_description,A,8
A10,hemorragia generalizada,gpt-4o-mini,A,9
A10,sangramento múltiplo,gpt-4o-mini,A,9
A10,sangramento de múltiplas fontes,gpt-4o-mini,A,9
A10,sangramento não determinado em órgãos,gpt-4o-mini,A,9
A10,hemorragia sem localização definida,gpt-4o-mini,A,9
A10,sangramento de origem desconhecida,gpt-4o-mini,A,9
A10,hemorragia em vários locais,gpt-4o-mini,A,9
A10,sangramento difuso,gpt-4o-mini,A,9
A10,Sangramento não determinado,gpt-4o-mini,A,9
A10,hemorragia não categorizada,gpt-4o-mini,A,9
A10,sangramento,gpt-4o-mini_human-dc,A,9
A10,sangramento em múltiplos órgãos,gpt-4o-mini,A,9
A10,hemorragia indefinida,gpt-4o-mini,A,9
A10,hemorragia,gpt-4o-mini_human-dc,A,9
A10,"Hemorragia, não classificada noutra parte",icd10_description,A,9
A10,hemorragia em várias partes do corpo,gpt-4o-mini,A,9
A10,hemorragia não identificada,gpt-4o-mini,A,9
A10,sangramento/hemorragia de mais de um local/órgão,icpc2_inclusion,A,9
A10,sangramento não especificado em órgãos,gpt-4o-mini,A,9
A10,hemorragia não classificada,gpt-4o-mini,A,9
A10,Sangramento/hemorragia NE,icpc2_description,A,9
A10,hemorragia não especificada,gpt-4o-mini,A,9
A10,hemorragia em diferentes locais,gpt-4o-mini,A,9
A11,dor na região torácica NE,gpt-4o-mini,A,10
A11,dor torácica inespecífica,gpt-4o-mini,A,10
A11,desconforto torácico NE,gpt-4o-mini,A,10
A11,dor torácica não especificada,gpt-4o-mini,A,10
A11,dor torácica generalizada,gpt-4o-mini,A,10
A11,dor no tórax NE,gpt-4o-mini,A,10
A11,dor torácica indeterminada,gpt-4o-mini,A,10
A11,Dor no peito NE,gpt-4o-mini,A,10
A11,Dor torácica NE,icpc2_description,A,10
A11,dor torácica sem causa,gpt-4o-mini,A,10
A13,Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito,icd10_description,A,11
A13,preocupação com/medo das consequências da medicação/de tratamento médico,icpc2_inclusion,A,11
A13,Preocupação com/medo de tratamento médico,icpc2_description,A,11
A13,apreensão sobre a medicação,gpt-4o-mini,A,11
A13,Preocupação com/medo tratam médico,icpc2_short,A,11
A13,medo das implicações do tratamento,gpt-4o-mini,A,11
A13,ansiedade sobre a adesão ao tratamento,gpt-4o-mini,A,11
A13,receio de complicações no tratamento,gpt-4o-mini,A,11
A13,apreensão sobre as consequências da medicação,gpt-4o-mini,A,11
A13,temor em relação ao tratamento médico,gpt-4o-mini,A,11
A13,receio das repercussões do tratamento,gpt-4o-mini,A,11
A13,medo de efeitos colaterais,gpt-4o-mini,A,11
A13,preocupação com a abordagem terapêutica,gpt-4o-mini,A,11
A13,temor em relação a intervenções médicas,gpt-4o-mini,A,11
A13,receio de falhas no tratamento,gpt-4o-mini,A,11
A13,inquietação sobre o estado de saúde,gpt-4o-mini,A,11
A13,apreensão em relação a terapias,gpt-4o-mini,A,11
A13,preocupação com os efeitos da medicação,gpt-4o-mini,A,11
A13,medo de tratamentos invasivos,gpt-4o-mini,A,11
A16,Sintomas não específicos peculiares à infância,icd10_description,A,12
A16,choro excessivo/bebé agitado,icpc2_inclusion,A,12
A16,bebé com agitação,gpt-4o-mini,A,12
A16,bebé difícil,gpt-4o-mini,A,12
A16,agitação em bebés,gpt-4o-mini,A,12
A16,Bebé irritavél,icpc2_description,A,12
A16,choro excessivo em bebés,gpt-4o-mini,A,12
A16,irritação em bebés,gpt-4o-mini,A,12
A16,bebé com choro intenso,gpt-4o-mini,A,12
A16,bebé inquieto,gpt-4o-mini,A,12
A16,bebé com irritabilidade,gpt-4o-mini,A,12
A16,irritabilidade infantil,gpt-4o-mini,A,12
A16,choro incontrolável,gpt-4o-mini,A,12
A16,bebé em agitação,gpt-4o-mini,A,12
A16,bebé perturbado,gpt-4o-mini,A,12
A16,choro descontrolado,gpt-4o-mini,A,12
A16,bebé desassossegado,gpt-4o-mini,A,12
A16,Bebé inquieto,gpt-4o-mini,A,12
A16,bebé com choro persistente,gpt-4o-mini,A,12
A18,Preocupação com a aparência física,gpt-4o-mini,A,13
A18,Outros sintomas e sinais envolvendo a aparência e o comportamento,icd10_description,A,13
A18,Preocupação com a imagem,gpt-4o-mini,A,13
A18,Ansiedade relacionada à aparência,gpt-4o-mini,A,13
A18,Preocupação com a aparência,icpc2_description,A,13
A18,Distúrbio da imagem corporal,gpt-4o-mini,A,13
A18,Preocupação excessiva com a estética,gpt-4o-mini,A,13
A18,Sinais de insatisfação com a aparência,gpt-4o-mini,A,13
A18,Comportamento obsessivo em relação à aparência,gpt-4o-mini,A,13
A18,Sintomas de dismorfia corporal,gpt-4o-mini,A,13
A18,Ansiedade sobre a imagem,gpt-4o-mini,A,13
A18,Dificuldades com a percepção da aparência,gpt-4o-mini,A,13
A18,Sinais de insegurança em relação à imagem,gpt-4o-mini,A,13
A18,Preocupação com a aparência pessoal,gpt-4o-mini,A,13
A18,Ansiedade estética,gpt-4o-mini,A,13
A18,Comportamento de comparação estética,gpt-4o-mini,A,13
A18,Preocupação com a aparência social,gpt-4o-mini,A,13
A18,Questões de imagem pessoal,gpt-4o-mini,A,13
A18,Sinais de preocupação com a estética,gpt-4o-mini,A,13
A18,Comportamento de verificação da aparência,gpt-4o-mini,A,13
A18,Preocupação com a aparência em público,gpt-4o-mini,A,13
A18,Sintomas de descontentamento com a imagem.,gpt-4o-mini,A,13
A18,Preocupação com a beleza,gpt-4o-mini,A,13
A18,Sintomas de insatisfação estética,gpt-4o-mini,A,13
A18,Alterações na autoimagem,gpt-4o-mini,A,13
A18,Questões de autoestima relacionadas à aparência,gpt-4o-mini,A,13
A18,Comportamento compulsivo sobre a aparência,gpt-4o-mini,A,13
A20,Solicitação de ajuda para morrer,gpt-4o-mini,A,14
A20,Pedido de eutanásia,gpt-4o-mini,A,14
A20,Discussão sobre eutanásia,gpt-4o-mini,A,14
A20,Solicitação de eutanásia,gpt-4o-mini,A,14
A20,Pedido/discussão da eutanásia,icpc2_description,A,14
A20,Discussão sobre opções de fim de vida,gpt-4o-mini,A,14
A20,Pedido de apoio para eutanásia,gpt-4o-mini,A,14
A20,Aconselhamento sobre o direito a morrer,gpt-4o-mini,A,14
A20,Discussão sobre o fim da vida,gpt-4o-mini,A,14
A20,Consulta sobre morte assistida,gpt-4o-mini,A,14
A20,Admissão para aconselhamento sobre eutanásia,gpt-4o-mini,A,14
A20,Discussão sobre assistência ao suicídio,gpt-4o-mini,A,14
A20,Pedido de assistência para morrer,gpt-4o-mini,A,14
A20,Aconselhamento sobre eutanásia,gpt-4o-mini,A,14
A20,Consulta sobre eutanásia,gpt-4o-mini,A,14
A20,Admissão para aconselhamento especificado NCOP,icd10_description,A,14
A20,Discussão sobre a legalidade da eutanásia,gpt-4o-mini,A,14
A20,Pedido de esclarecimentos sobre eutanásia,gpt-4o-mini,A,14
A20,Consulta sobre alternativas à eutanásia,gpt-4o-mini,A,14
A20,Solicitação de informações sobre eutanásia,gpt-4o-mini,A,14
A20,Admissão para aconselhamento sobre morte assistida,gpt-4o-mini,A,14
A21,"História pessoal de neoplasia maligna, sem outra especificação",icd10_description,A,15
A21,tratamento anterior de malignidade,icpc2_inclusion,A,15
A21,Factor de risco para malignidade,icpc2_description,A,15
A21,História pessoal de neoplasias malignas de outros órgãos e aparelhos,icd10_description,A,15
A21,"História pessoal de outra neoplasia maligna de tecido linfóide, hematopoiético e outros tecidos relacionados",icd10_description,A,15
A21,"História familiar de neoplasia maligna, sem outra especificação",icd10_description,A,15
A21,História pessoal de neoplasia maligna de órgãos genitais,icd10_description,A,15
A21,História pessoal de neoplasia maligna da mama,icd10_description,A,15
A21,História pessoal de neoplasia maligna de outros órgãos do aparelho respiratório e intratorácicos,icd10_description,A,15
A21,História pessoal de neoplasia maligna de órgãos digestivos,icd10_description,A,15
A21,"História pessoal de neoplasia maligna de traqueia, brônquio e pulmão",icd10_description,A,15
A21,História familiar de neoplasia maligna de órgãos digestivos,icd10_description,A,15
A21,"História familiar de neoplasia maligna da traqueia, brônquios e pulmões",icd10_description,A,15
A21,História familiar de neoplasia maligna de outros órgãos respiratórios e intratorácicos,icd10_description,A,15
A21,História familiar de neoplasia maligna da mama,icd10_description,A,15
A21,História familiar de neoplasia maligna de órgãos genitais,icd10_description,A,15
A21,História familiar de neoplasia maligna do trato urinário,icd10_description,A,15
A21,História familiar de leucemia,icd10_description,A,15
A21,"História familiar de outras neoplasias malignas do tecido linfático, hemotopoiético e tecidos relacionados",icd10_description,A,15
A21,História familiar de neoplasia maligna de outros órgãos ou aparelhos,icd10_description,A,15
A21,História pessoal de leucemia,icd10_description,A,15
A21,outro factor de risco para malignidade,icpc2_inclusion,A,15
A21,História pessoal de neoplasia maligna do trato urinário,icd10_description,A,15
A21,história pessoal/familiar de malignidade,icpc2_inclusion,A,15
A23,História familiar de doenças da pele e do tecido subcutâneo,icd10_description,A,16
A23,"História pessoal de alergia a fármacos, medicamentos e a substâncias biológicas, SOE",icd10_description,A,16
A23,História pessoal de alergia exceto a drogas e a substâncias biológicas,icd10_description,A,16
A23,Doente sem adesão ao tratamento e regime médicos,icd10_description,A,16
A23,História pessoal de trauma psicológico não classificado noutra parte,icd10_description,A,16
A23,História pessoal de auto-agressão,icd10_description,A,16
A23,"História pessoal de outros fatores de risco especificados, não classificados noutra parte",icd10_description,A,16
A23,História pessoal de contraceção,icd10_description,A,16
A23,História pessoal de terapêutica farmacológica,icd10_description,A,16
A23,História pessoal de irradiação,icd10_description,A,16
A23,História pessoal de outro tratamento médico,icd10_description,A,16
A23,História familiar de outras doenças infecciosas e parasitárias,icd10_description,A,16
A23,contacto com doença infecciosa,icpc2_inclusion,A,16
A23,outro factor de risco para outra doença,icpc2_inclusion,A,16
A23,"História pessoal de alergia a outros fármacos, medicamentos e a substâncias biológicas",icd10_description,A,16
A23,história pessoal/familiar de outra doença,icpc2_inclusion,A,16
A23,"História familiar de outras incapacidades e doenças crónicas que levam a incapacidade, não classificadas noutra parte",icd10_description,A,16
A23,História familiar de malformações e deformações congénitas e anomalias cromossómicas,icd10_description,A,16
A23,História familiar de artrite e outras doenças do aparelho musculoesqueléctico e do tecido conjuntivo,icd10_description,A,16
A23,História familiar de asma e outras doenças respiratórias inferiores crónicas,icd10_description,A,16
A23,História familiar de surdez e perda da audição,icd10_description,A,16
A23,História familiar de amaurose e perda da visão,icd10_description,A,16
A23,História familiar de epilepsia e outras doenças do sistema nervoso,icd10_description,A,16
A23,História familiar de outras patologias mentais e do comportamento,icd10_description,A,16
A23,História familiar de abuso e dependência de outra substância,icd10_description,A,16
A23,História familiar de abuso e dependência de outra substância psicoativa,icd10_description,A,16
A23,História familiar de abuso e dependência de tabaco,icd10_description,A,16
A23,História familiar de abuso de álcool e dependência,icd10_description,A,16
A23,História familiar de deficiências intelectuais,icd10_description,A,16
A23,Falta de repouso e de lazer,icd10_description,A,16
A23,episódio anterior de outra doença,icpc2_inclusion,A,16
A23,História familiar de doenças do aparelho digestivo,icd10_description,A,16
A23,Historia pessoal de alergia a soros ou vacinas,icd10_description,A,16
A23,Historia pessoal de alergia a narcóticos,icd10_description,A,16
A23,História familiar de patologias do rim e ureter,icd10_description,A,16
A23,Comportamento sexual de alto risco,icd10_description,A,16
A23,História familiar de outras doenças do aparelho genitourinário,icd10_description,A,16
A23,História familiar de consanguinidade,icd10_description,A,16
A23,História familiar de outras condições especificadas,icd10_description,A,16
A23,História pessoal de neoplasias in situ e benignas e neoplasias de comportamento incerto,icd10_description,A,16
A23,História pessoal de doenças infecciosas e parasitárias,icd10_description,A,16
A23,História pessoal de doenças do sangue e dos órgãos hematopoéticos e algumas patologias envolvendo o mecanismo imunitário,icd10_description,A,16
A23,"História pessoal de doenças endócrinas, nutricionais e metabólicas",icd10_description,A,16
A23,História pessoal de distúrbios mentais e comportamentais,icd10_description,A,16
A23,História pessoal de doenças do sistema nervoso e dos órgãos sensitivos,icd10_description,A,16
A23,História pessoal de doenças do aparelho respiratório,icd10_description,A,16
A23,História familiar de outras doenças do aparelho respiratório,icd10_description,A,16
A23,História familiar de patologias do olho e do ouvido,icd10_description,A,16
A23,Historia pessoal de alergia a analgésicos,icd10_description,A,16
A23,"História familiar de outras doenças endócrinas, nutricionais e metabólicas",icd10_description,A,16
A23,História familiar de doenças do sangue e dos órgãos hematopoiéticos e certas patologias que inflenciam o mecanismo imunitário,icd10_description,A,16
A23,História pessoal de doenças do aparelho digestivo,icd10_description,A,16
A23,História pessoal de doenças da pele e do tecido subcutâneo,icd10_description,A,16
A23,História pessoal de doenças do aparelho musculoesquelético e tecido conjuntivo,icd10_description,A,16
A23,História pessoal de doenças do aparelho genitourinário,icd10_description,A,16
A23,"História pessoal de complicações da gravidez, parto e puerpério",icd10_description,A,16
A23,História pessoal de determinadas condições (corrigidas) que surgiram no período perinatal,icd10_description,A,16
A23,História pessoal de malformações congénitas (corrigidas),icd10_description,A,16
A23,História pessoal de outras doenças especificadas,icd10_description,A,16
A23,Historia pessoal de alergia a penicilina,icd10_description,A,16
A23,História pessoal de alergia a outros antibióticos,icd10_description,A,16
A23,Historia pessoal de alergia a sulfonamidas,icd10_description,A,16
A23,Historia pessoal de alergia a agentes anti-infecciosos NCOP,icd10_description,A,16
A23,Historia pessoal de alergia a anestésicos,icd10_description,A,16
A23,História familiar de Diabetes mellitus,icd10_description,A,16
A23,Hábitos alimentares e dieta inadequados,icd10_description,A,16
A23,História familiar de doença pelo vírus da imunodeficiência humana [VIH],icd10_description,A,16
A23,Uso de tabaco,icd10_description,A,16
A23,Falta de exercício fisico,icd10_description,A,16
A23,Factor de risco NE,icpc2_description,A,16
A23,Contacto com e exposição (suspeita) a doenças infecciosas do intestino,icd10_description,A,16
A23,Contacto com e exposição (suspeita) a tuberculose,icd10_description,A,16
A23,Contacto com e exposição (suspeita) a Infeções com um modo de transmissão predominantemente sexual,icd10_description,A,16
A23,Contacto com e exposição (suspeita) a rubéola,icd10_description,A,16
A23,Contacto com e exposição (suspeita) a hepatite viral,icd10_description,A,16
A23,Contacto com e exposição (suspeita) a vírus da imunodeficiência humana [VIH],icd10_description,A,16
A23,Contacto com e exposição (suspeita) a raiva,icd10_description,A,16
A23,Contacto com  e exposicao (suspeita) a outras doenças transmissíveis,icd10_description,A,16
A23,"Contacto com e exposição (suspeita) a doença transmissível, sem outra especificação",icd10_description,A,16
A23,Imunização não realizada por contra-Indicação,icd10_description,A,16
A23,Vacinacão não realizada por causa de motivos religiosos,icd10_description,A,16
A23,Imunização não realizada por decisão do doente devida a razões outras e às não especificadas,icd10_description,A,16
A23,Vacinação não realizada por outra razão,icd10_description,A,16
A23,Vacinacão não realizada por razao não especificada,icd10_description,A,16
A23,"Contacto com e exposição (suspeita) a pediculose [piolhos], acaríase [ácaros] e outras infestações",icd10_description,A,16
A25,Fobia da morte,gpt-4o-mini,A,17
A25,Medo de morrer/da morte,icpc2_short,A,17
A25,Apreensão sobre a morte,gpt-4o-mini,A,17
A25,Receio de morrer,gpt-4o-mini,A,17
A25,Medo de falecer,gpt-4o-mini,A,17
A25,Angústia pela morte,gpt-4o-mini,A,17
A25,Preocupação com a morte,gpt-4o-mini,A,17
A25,Medo do fim da vida,gpt-4o-mini,A,17
A25,Medo da morte/de morrer,icpc2_description,A,17
A26,medo de ser diagnosticado com cancro,gpt-4o-mini,A,18
A26,receio de um diagnóstico oncológico,gpt-4o-mini,A,18
A26,receio de cancro,gpt-4o-mini,A,18
A26,medo de cancro em geral,gpt-4o-mini,A,18
A26,ansiedade sobre a possibilidade de cancro,gpt-4o-mini,A,18
A26,receio de cancro não confirmado,gpt-4o-mini,A,18
A26,temor de um futuro diagnóstico de cancro,gpt-4o-mini,A,18
A26,preocupação com a saúde em relação ao cancro,gpt-4o-mini,A,18
A26,preocupação com doenças malignas,gpt-4o-mini,A,18
A26,temor de cancro,gpt-4o-mini,A,18
A26,preocupação com a possibilidade de cancro,gpt-4o-mini,A,18
A26,"Medo de cancro, NE",icpc2_description,A,18
A26,medo de diagnóstico de cancro,gpt-4o-mini,A,18
A26,inquietação sobre a possibilidade de cancro,gpt-4o-mini,A,18
A26,medo de neoplasias,gpt-4o-mini,A,18
A26,temor de cancro não especificado,gpt-4o-mini,A,18
A26,receio de doenças oncológicas,gpt-4o-mini,A,18
A26,apreensão sobre a saúde em relação ao cancro,gpt-4o-mini,A,18
A26,medo de cancro não diagnosticado,gpt-4o-mini,A,18
A26,temor de ter cancro,gpt-4o-mini,A,18
A26,fobia de cancro,gpt-4o-mini,A,18
A26,Medo de cancro NE,icpc2_short,A,18
A26,temor de doenças oncológicas,gpt-4o-mini,A,18
A26,receio de doenças cancerígenas,gpt-4o-mini,A,18
A27,Medo de condições médicas,gpt-4o-mini,A,19
A27,Preocupação com diagnósticos não confirmados,gpt-4o-mini,A,19
A27,Medo de enfermidades não diagnosticadas,gpt-4o-mini,A,19
A27,Medo de enfermidades,gpt-4o-mini,A,19
A27,Temor de doenças não diagnosticadas,gpt-4o-mini,A,19
A27,Receio de problemas de saúde,gpt-4o-mini,A,19
A27,Ansiedade por doenças não especificadas,gpt-4o-mini,A,19
A27,Preocupação com a saúde mental,gpt-4o-mini,A,19
A27,Temor de doenças futuras,gpt-4o-mini,A,19
A27,Receio de problemas de saúde não especificados,gpt-4o-mini,A,19
A27,Temor de doenças desconhecidas,gpt-4o-mini,A,19
A27,Medo de doenças não identificadas,gpt-4o-mini,A,19
A27,Preocupação com a possibilidade de doenças,gpt-4o-mini,A,19
A27,Inquietação sobre a saúde,gpt-4o-mini,A,19
A27,Medo de outra doença NE,icpc2_description,A,19
A28,Dependência de outras máquinas e aparelhos capacitantes,icd10_description,A,20
A28,Limitação funcional/incapacidade NE,icpc2_description,A,20
A28,Dependência de cadeira de rodas,icd10_description,A,20
A28,Dependência de aspirador de secreções,icd10_description,A,20
A28,"Necessidade de ajuda no domicílio, sendo que nenhum coabitante pode assegurar os cuidados",icd10_description,A,20
A28,Outros problemas relacionados com a dependência de pessoa que oferece cuidados de saúde,icd10_description,A,20
A28,Necessidade de supervisão contínua,icd10_description,A,20
A28,Necessidade ajuda nas atividades de vida diária,icd10_description,A,20
A28,Mobilidade reduzida,icd10_description,A,20
A28,Limites impostos às atividades por invalidez,icd10_description,A,20
A28,"Tendência a queda, não classificada em outra parte",icd10_description,A,20
A28,Problema não especificado relacionado com a dependência de pessoa que oferece cuidados de saúde,icd10_description,A,20
A29,quedas,icpc2_inclusion,A,21
